year,to_country,performer,song,performer_orig,song_orig,place_final,points_final
2021,Switzerland,Gjon's Tears,Tout l'univers,l'univers,Tout  Gjon's Tears,3.0,432.0
2021,Iceland,Daði & Gagnamagnið,10 Years,Years,10  Daði & Gagnamagnið,4.0,378.0
2021,Ukraine,Go_A,Shum,Shum, Go_A,5.0,364.0
2021,Finland,Blind Channel,Dark Side,Side,Dark  Blind Channel,6.0,301.0
2021,Malta,Destiny,Je me casse,casse,Je me  Destiny,7.0,255.0
2021,Lithuania,The Roop,Discoteque,Discoteque, The Roop,8.0,220.0
2021,Russia,Manizha,Russian Woman,Woman,Russian  Manizha,9.0,204.0
2021,Greece,Stefania,Last Dance,Dance,Last  Stefania,10.0,170.0
2021,Bulgaria,Victoria,Growing Up Is Getting Old,Old,Growing Up Is Getting  Victoria,11.0,170.0
2021,Portugal,The Black Mamba,Love Is On My Side,Side,Love Is On My  The Black Mamba,12.0,153.0
2021,Moldova,Natalia Gordienko,Sugar,Sugar, Natalia Gordienko,13.0,115.0
2021,Sweden,Tusse,Voices,Voices, Tusse,14.0,109.0
2021,Serbia,Hurricane,Loco,Loco,  Hurricane,15.0,102.0
2021,Cyprus,Elena Tsagrinou,El Diablo,Diablo,El  Elena Tsagrinou,16.0,94.0
2021,Israel,Eden Alene,Set Me Free,Free,Set Me  Eden Alene,17.0,93.0
2021,Norway,TIX,Fallen Angel,Angel,Fallen  TIX,18.0,75.0
2021,Belgium,Hooverphonic,The Wrong Place,Place,The Wrong  Hooverphonic,19.0,74.0
2021,Azerbaijan,Efendi,Mata Hari,Hari,Mata  Efendi,20.0,65.0
2021,Albania,Anxhela Peristeri,Karma,Karma, Anxhela Peristeri,21.0,57.0
2021,San Marino,Senhit feat. Flo Rida,Adrenalina,Adrenalina, Senhit feat. Flo Rida,22.0,50.0
2021,Netherlands,Jeangu Macrooy,Birth Of A New Age,Age,Birth Of A New  Jeangu Macrooy,23.0,11.0
2021,Spain,Blas Cantó,Voy a quedarme,quedarme,Voy a  Blas Cantó,24.0,6.0
2021,Germany,Jendrik,I Don't Feel Hate,Hate,I Don't Feel  Jendrik,25.0,3.0
2021,United Kingdom,James Newman,Embers,Embers, James Newman,26.0,0.0
2021,Croatia,Albina,Tick-Tock,Tick-Tock, Albina,,
2021,Romania,Roxen,Amnesia,Amnesia, Roxen,,
2021,Denmark,Fyr og Flamme,Øve os på hinanden,hinanden,Øve os på  Fyr og Flamme,,
2021,Austria,Vincent Bueno,Amen,Amen, Vincent Bueno,,
2021,Estonia,Uku Suviste,The Lucky One,One,The Lucky  Uku Suviste,,
2021,Slovenia,Ana Soklič,Amen,Amen, Ana Soklič,,
2021,Poland,Rafał,The Ride,Ride,The  Rafał,,
2021,Australia,Montaigne,Technicolour,Technicolour, Montaigne,,
2021,North Macedonia,Vasil,Here I Stand,Stand,Here I  Vasil,,
2021,Czechia,Benny Cristo,Omaga,Omaga, Benny Cristo,,
2021,Ireland,Lesley Roy,Maps,Maps, Lesley Roy,,
2021,Georgia,Tornike Kipiani,You,You, Tornike Kipiani,,
2021,Latvia,Samanta Tīna,The Moon Is Rising,Rising,The Moon Is  Samanta Tīna,,
2021,Malta,Destiny,Je me casse,casse,Je me  Destiny,,
2021,Ukraine,Go_A,Shum,Shum, Go_A,,
2021,Russia,Manizha,Russian Woman,Woman,Russian  Manizha,,
2021,Lithuania,The Roop,Discoteque,Discoteque, The Roop,,
2021,Israel,Eden Alene,Set Me Free,Free,Set Me  Eden Alene,,
2021,Cyprus,Elena Tsagrinou,El Diablo,Diablo,El  Elena Tsagrinou,,
2021,Sweden,Tusse,Voices,Voices, Tusse,,
2021,Azerbaijan,Efendi,Mata Hari,Hari,Mata  Efendi,,
2021,Belgium,Hooverphonic,The Wrong Place,Place,The Wrong  Hooverphonic,,
2021,Norway,TIX,Fallen Angel,Angel,Fallen  TIX,,
2021,Croatia,Albina,Tick-Tock,Tick-Tock, Albina,,
2021,Romania,Roxen,Amnesia,Amnesia, Roxen,,
2021,Slovenia,Ana Soklič,Amen,Amen, Ana Soklič,,
2021,Australia,Montaigne,Technicolour,Technicolour, Montaigne,,
2021,North Macedonia,Vasil,Here I Stand,Stand,Here I  Vasil,,
2021,Ireland,Lesley Roy,Maps,Maps, Lesley Roy,,
2021,Switzerland,Gjon's Tears,Tout l'univers,l'univers,Tout  Gjon's Tears,,
2021,Iceland,Daði & Gagnamagnið,10 Years,Years,10  Daði & Gagnamagnið,,
2021,Bulgaria,Victoria,Growing Up Is Getting Old,Old,Growing Up Is Getting  Victoria,,
2021,Portugal,The Black Mamba,Love Is On My Side,Side,Love Is On My  The Black Mamba,,
2021,Finland,Blind Channel,Dark Side,Side,Dark  Blind Channel,,
2021,Greece,Stefania,Last Dance,Dance,Last  Stefania,,
2021,Moldova,Natalia Gordienko,Sugar,Sugar, Natalia Gordienko,,
2021,Serbia,Hurricane,Loco,Loco,  Hurricane,,
2021,San Marino,Senhit feat. Flo Rida,Adrenalina,Adrenalina, Senhit feat. Flo Rida,,
2021,Albania,Anxhela Peristeri,Karma,Karma, Anxhela Peristeri,,
2021,Denmark,Fyr og Flamme,Øve os på hinanden,hinanden,Øve os på  Fyr og Flamme,,
2021,Austria,Vincent Bueno,Amen,Amen, Vincent Bueno,,
2021,Estonia,Uku Suviste,The Lucky One,One,The Lucky  Uku Suviste,,
2021,Poland,Rafał,The Ride,Ride,The  Rafał,,
2021,Czechia,Benny Cristo,Omaga,Omaga, Benny Cristo,,
2021,Georgia,Tornike Kipiani,You,You, Tornike Kipiani,,
2021,Latvia,Samanta Tīna,The Moon Is Rising,Rising,The Moon Is  Samanta Tīna,,
2022,Ukraine,Kalush Orchestra,Stefania,Stefania, Kalush Orchestra,1.0,631.0
2022,United Kingdom,Sam Ryder,Space Man,Man,Space  Sam Ryder,2.0,466.0
2022,Spain,Chanel,SloMo,SloMo, Chanel,3.0,459.0
2022,Sweden,Cornelia Jakobs,Hold Me Closer,Closer,Hold Me  Cornelia Jakobs,4.0,438.0
2022,Serbia,Konstrakta,In corpore sano,sano,In corpore  Konstrakta,5.0,312.0
2022,Italy,Mahmood & Blanco,Brividi,Brividi, Mahmood & Blanco,6.0,268.0
2022,Moldova,Zdob și Zdub & Advahov Brothers,Trenulețul,Trenulețul, Zdob și Zdub & Advahov Brothers,7.0,253.0
2022,Greece,Amanda Georgiadi Tenfjord,Die Together,Together,Die  Amanda Georgiadi Tenfjord,8.0,215.0
2022,Portugal,Maro,"Saudade, saudade",saudade,"Saudade,  Maro",9.0,207.0
2022,Norway,Subwoolfer,Give That Wolf a Banana,Banana,Give That Wolf a  Subwoolfer,10.0,182.0
2022,Netherlands,S10,De diepte,diepte,De  S10,11.0,171.0
2022,Poland,Ochman,River,River, Ochman,12.0,151.0
2022,Estonia,Stefan,Hope,Hope, Stefan,13.0,141.0
2022,Lithuania,Monika Liu,Sentimentai,Sentimentai, Monika Liu,14.0,128.0
2022,Australia,Sheldon Riley,Not The Same,Same,Not The  Sheldon Riley,15.0,125.0
2022,Azerbaijan,Nadir Rustamli,Fade To Black,Black,Fade To  Nadir Rustamli,16.0,106.0
2022,Switzerland,Marius Bear,Boys Do Cry,Cry,Boys Do  Marius Bear,17.0,78.0
2022,Romania,WRS,Llámame,Llámame, WRS,18.0,65.0
2022,Belgium,Jérémie Makiese,Miss You,You,Miss  Jérémie Makiese,19.0,64.0
2022,Armenia,Rosa Linn,Snap,Snap, Rosa Linn,20.0,61.0
2022,Finland,The Rasmus,Jezebel,Jezebel, The Rasmus,21.0,38.0
2022,Czechia,We Are Domi,Lights Off,Off,Lights  We Are Domi,22.0,38.0
2022,Iceland,Systur,Með hækkandi sól,sól,Með hækkandi  Systur,23.0,20.0
2022,France,Alvan & Ahez,Fulenn,Fulenn, Alvan & Ahez,24.0,17.0
2022,Germany,Malik Harris,Rockstars,Rockstars, Malik Harris,25.0,6.0
2022,Croatia,Mia Dimšić,Guilty Pleasure,Pleasure,Guilty  Mia Dimšić,,
2022,North Macedonia,Andrea,Circles,Circles, Andrea,,
2022,Albania,Ronela Hajati,Sekret,Sekret, Ronela Hajati,,
2022,Cyprus,Andromache,Ela,Ela, Andromache,,
2022,Israel,Michael Ben David,I.M,I.M, Michael Ben David,,
2022,Denmark,Reddi,The Show,Show,The  Reddi,,
2022,Latvia,Citi Zēni,Eat Your Salad,Salad,Eat Your  Citi Zēni,,
2022,San Marino,Achille Lauro,Stripper,Stripper, Achille Lauro,,
2022,Ireland,Brooke,That's Rich,Rich,That's  Brooke,,
2022,Malta,What I Emma Muscat,I Am,Am,I  What I  Emma Muscat,,
2022,Austria,LUM!X & Pia Maria,Halo,Halo, LUM!X & Pia Maria,,
2022,Montenegro,Vladana,Breathe,Breathe, Vladana,,
2022,Bulgaria,Intelligent Music Project,Intention,Intention, Intelligent Music Project,,
2022,Georgia,Circus Mircus,Lock Me In,In,Lock Me  Circus Mircus,,
2022,Slovenia,LPS,Disko,Disko, LPS,,
2022,Ukraine,Kalush Orchestra,Stefania,Stefania, Kalush Orchestra,,
2022,Netherlands,S10,De diepte,diepte,De  S10,,
2022,Greece,Amanda Georgiadi Tenfjord,Die Together,Together,Die  Amanda Georgiadi Tenfjord,,
2022,Portugal,Maro,"Saudade, saudade",saudade,"Saudade,  Maro",,
2022,Armenia,Rosa Linn,Snap,Snap, Rosa Linn,,
2022,Norway,Subwoolfer,Give That Wolf a Banana,Banana,Give That Wolf a  Subwoolfer,,
2022,Lithuania,Monika Liu,Sentimentai,Sentimentai, Monika Liu,,
2022,Moldova,Zdob și Zdub & Advahov Brothers,Trenulețul,Trenulețul, Zdob și Zdub & Advahov Brothers,,
2022,Switzerland,Marius Bear,Boys Do Cry,Cry,Boys Do  Marius Bear,,
2022,Iceland,Systur,Með hækkandi sól,sól,Með hækkandi  Systur,,
2022,Croatia,Mia Dimšić,Guilty Pleasure,Pleasure,Guilty  Mia Dimšić,,
2022,Albania,Ronela Hajati,Sekret,Sekret, Ronela Hajati,,
2022,Denmark,Reddi,The Show,Show,The  Reddi,,
2022,Latvia,Citi Zēni,Eat Your Salad,Salad,Eat Your  Citi Zēni,,
2022,Austria,LUM!X & Pia Maria,Halo,Halo, LUM!X & Pia Maria,,
2022,Bulgaria,Intelligent Music Project,Intention,Intention, Intelligent Music Project,,
2022,Slovenia,LPS,Disko,Disko, LPS,,
2022,Sweden,Cornelia Jakobs,Hold Me Closer,Closer,Hold Me  Cornelia Jakobs,,
2022,Australia,Sheldon Riley,Not The Same,Same,Not The  Sheldon Riley,,
2022,Serbia,Konstrakta,In corpore sano,sano,In corpore  Konstrakta,,
2022,Czechia,We Are Domi,Lights Off,Off,Lights  We Are Domi,,
2022,Estonia,Stefan,Hope,Hope, Stefan,,
2022,Poland,Ochman,River,River, Ochman,,
2022,Finland,The Rasmus,Jezebel,Jezebel, The Rasmus,,
2022,Belgium,Jérémie Makiese,Miss You,You,Miss  Jérémie Makiese,,
2022,Romania,WRS,Llámame,Llámame, WRS,,
2022,Azerbaijan,Nadir Rustamli,Fade To Black,Black,Fade To  Nadir Rustamli,,
2022,North Macedonia,Andrea,Circles,Circles, Andrea,,
2022,Cyprus,Andromache,Ela,Ela, Andromache,,
2022,Israel,Michael Ben David,I.M,I.M, Michael Ben David,,
2022,San Marino,Achille Lauro,Stripper,Stripper, Achille Lauro,,
2022,Ireland,Brooke,That's Rich,Rich,That's  Brooke,,
2022,Malta,What I Emma Muscat,I Am,Am,I  What I  Emma Muscat,,
2022,Montenegro,Vladana,Breathe,Breathe, Vladana,,
2022,Georgia,Circus Mircus,Lock Me In,In,Lock Me  Circus Mircus,,
2023,Sweden,Loreen,Tattoo,Tattoo, Loreen,1.0,583.0
2023,Finland,Käärijä,Cha,Cha,   Käärijä,2.0,526.0
2023,Israel,Noa Kirel,Unicorn,Unicorn, Noa Kirel,3.0,362.0
2023,Italy,Marco Mengoni,Due vite,vite,Due  Marco Mengoni,4.0,350.0
2023,Norway,Alessandra,Queen of Kings,Kings,Queen of  Alessandra,5.0,268.0
2023,Ukraine,Tvorchi,Heart of Steel,Steel,Heart of  Tvorchi,6.0,243.0
2023,Belgium,Gustaph,Because of You,You,Because of  Gustaph,7.0,182.0
2023,Estonia,Alika,Bridges,Bridges, Alika,8.0,168.0
2023,Australia,Voyager,Promise,Promise, Voyager,9.0,151.0
2023,Czechia,Vesna,My Sister's Crown,Crown,My Sister's  Vesna,10.0,129.0
2023,Lithuania,Monika Linkytė,Stay,Stay, Monika Linkytė,11.0,127.0
2023,Cyprus,Andrew Lambrou,Break a Broken Heart,Heart,Break a Broken  Andrew Lambrou,12.0,126.0
2023,Croatia,Let 3,Mama ŠČ!,ŠČ!,Mama  Let 3,13.0,123.0
2023,Armenia,Brunette,Future Lover,Lover,Future  Brunette,14.0,122.0
2023,Austria,Teya & Salena,Who The Hell Is Edgar?,Edgar?,Who The Hell Is  Teya & Salena,15.0,120.0
2023,France,La Zarra,Évidemment,Évidemment, La Zarra,16.0,104.0
2023,Spain,Blanca Paloma,Eaea,Eaea, Blanca Paloma,17.0,100.0
2023,Moldova,Pasha Parfeni,Soarele și Luna,Luna,Soarele și  Pasha Parfeni,18.0,96.0
2023,Poland,Blanka,Solo,Solo, Blanka,19.0,93.0
2023,Switzerland,Remo Forrer,Watergun,Watergun, Remo Forrer,20.0,92.0
2023,Slovenia,Joker Out,Carpe Diem,Diem,Carpe  Joker Out,21.0,78.0
2023,Albania,Albina & Familja Kelmendi,Duje,Duje, Albina & Familja Kelmendi,22.0,76.0
2023,Portugal,Mimicat,Ai coração,coração,Ai  Mimicat,23.0,59.0
2023,Serbia,Luke Black,Samo mi se spava,spava,Samo mi se  Luke Black,24.0,30.0
2023,United Kingdom,Mae Muller,I Wrote A Song,Song,I Wrote A  Mae Muller,25.0,24.0
2023,Germany,Lord Of The Lost,Blood & Glitter,Glitter,Blood &  Lord Of The Lost,26.0,18.0
2023,Iceland,Diljá,Power,Power, Diljá,,
2023,Latvia,Sudden Lights,Aijā,Aijā, Sudden Lights,,
2023,Georgia,Iru,Echo,Echo, Iru,,
2023,Greece,Victor Vernicos,What They Say,Say,What They  Victor Vernicos,,
2023,Ireland,Wild Youth,We Are One,One,We Are  Wild Youth,,
2023,Netherlands,Mia Nicolai & Dion Cooper,Burning Daylight,Daylight,Burning  Mia Nicolai & Dion Cooper,,
2023,Denmark,Reiley,Breaking My Heart,Heart,Breaking My  Reiley,,
2023,Azerbaijan,TuralTuranX,Tell Me More,More,Tell Me  TuralTuranX,,
2023,Malta,The Busker,Dance (Our Own Party),Party),Dance (Our Own  The Busker,,
2023,Romania,Theodor Andrei,D.G.T. (Off and On),On),D.G.T. (Off and  Theodor Andrei,,
2023,San Marino,Piqued Jacks,Like An Animal,Animal,Like An  Piqued Jacks,,
2023,Finland,Käärijä,Cha,Cha,   Käärijä,,
2023,Sweden,Loreen,Tattoo,Tattoo, Loreen,,
2023,Israel,Noa Kirel,Unicorn,Unicorn, Noa Kirel,,
2023,Czechia,Vesna,My Sister's Crown,Crown,My Sister's  Vesna,,
2023,Moldova,Pasha Parfeni,Soarele și Luna,Luna,Soarele și  Pasha Parfeni,,
2023,Norway,Alessandra,Queen of Kings,Kings,Queen of  Alessandra,,
2023,Switzerland,Remo Forrer,Watergun,Watergun, Remo Forrer,,
2023,Croatia,Let 3,Mama ŠČ!,ŠČ!,Mama  Let 3,,
2023,Portugal,Mimicat,Ai coração,coração,Ai  Mimicat,,
2023,Serbia,Luke Black,Samo mi se spava,spava,Samo mi se  Luke Black,,
2023,Latvia,Sudden Lights,Aijā,Aijā, Sudden Lights,,
2023,Ireland,Wild Youth,We Are One,One,We Are  Wild Youth,,
2023,Netherlands,Mia Nicolai & Dion Cooper,Burning Daylight,Daylight,Burning  Mia Nicolai & Dion Cooper,,
2023,Azerbaijan,TuralTuranX,Tell Me More,More,Tell Me  TuralTuranX,,
2023,Malta,The Busker,Dance (Our Own Party),Party),Dance (Our Own  The Busker,,
2024,Switzerland,Nemo,The Code,Code,The  Nemo,1.0,591.0
2024,Croatia,Baby Lasagna,Rim Tim Tagi Dim,Dim,Rim Tim Tagi  Baby Lasagna,2.0,547.0
2024,Ukraine,alyona alyona & Jerry Heil,Teresa & Maria,Maria,Teresa &  alyona alyona & Jerry Heil,3.0,453.0
2024,France,Slimane,Mon amour,amour,Mon  Slimane,4.0,445.0
2024,Israel,Eden Golan,Hurricane,Hurricane, Eden Golan,5.0,375.0
2024,Ireland,Bambie Thug,Doomsday Blue,Blue,Doomsday  Bambie Thug,6.0,278.0
2024,Italy,Angelina Mango,La noia,noia,La  Angelina Mango,7.0,268.0
2024,Armenia,Ladaniva,Jako,Jako, Ladaniva,8.0,183.0
2024,Sweden,Marcus & Martinus,Unforgettable,Unforgettable, Marcus & Martinus,9.0,174.0
2024,Portugal,Iolanda,Grito,Grito, Iolanda,10.0,152.0
2024,Greece,Marina Satti,Zari,Zari, Marina Satti,11.0,126.0
2024,Germany,Isaak,Always on the Run,Run,Always on the  Isaak,12.0,117.0
2024,Luxembourg,Tali,Fighter,Fighter, Tali,13.0,103.0
2024,Lithuania,Silvester Belt,Luktelk,Luktelk, Silvester Belt,14.0,90.0
2024,Cyprus,Silia Kapsis,Liar,Liar, Silia Kapsis,15.0,78.0
2024,Latvia,Dons,Hollow,Hollow, Dons,16.0,64.0
2024,Serbia,Teya Dora,Ramonda,Ramonda, Teya Dora,17.0,54.0
2024,United Kingdom,Olly Alexander,Dizzy,Dizzy, Olly Alexander,18.0,46.0
2024,Finland,Windows95man,No Rules!,Rules!,No  Windows95man,19.0,38.0
2024,Estonia,5miinust & Puuluup,(nendest) narkootikumidest ei tea me (küll) midagi,midagi,(nendest) narkootikumidest ei tea me (küll)  5miinust & Puuluup,20.0,37.0
2024,Georgia,Nutsa Buzaladze,Firefighter,Firefighter, Nutsa Buzaladze,21.0,34.0
2024,Spain,Nebulossa,Zorra,Zorra, Nebulossa,22.0,30.0
2024,Slovenia,Raiven,Veronika,Veronika, Raiven,23.0,27.0
2024,Austria,Kaleen,We Will Rave,Rave,We Will  Kaleen,24.0,24.0
2024,Norway,Gåte,Ulveham,Ulveham, Gåte,25.0,16.0
2024,Australia,Electric Fields,One Milkali (One Blood),Blood),One Milkali (One  Electric Fields,,
2024,Czechia,Aiko,Pedestal,Pedestal, Aiko,,
2024,Poland,Luna,The Tower,Tower,The  Luna,,
2024,Denmark,Saba,Sand,Sand, Saba,,
2024,Moldova,Natalia Barbu,In the Middle,Middle,In the  Natalia Barbu,,
2024,Belgium,Mustii,Before the Party's Over,Over,Before the Party's  Mustii,,
2024,San Marino,Megara,11:11,11:11, Megara,,
2024,Albania,Besa,Titan,Titan, Besa,,
2024,Malta,Sarah Bonnici,Loop,Loop, Sarah Bonnici,,
2024,Azerbaijan,Fahree feat. Ilkin Dovlatov,Özünlə apar,apar,Özünlə  Fahree feat. Ilkin Dovlatov,,
2024,Iceland,Hera Björk,Scared of Heights,Heights,Scared of  Hera Björk,,
2024,Netherlands,Europapa Joost Klein,disqualified,disqualified,Europapa Joost Klein,,
2024,Croatia,Baby Lasagna,Rim Tim Tagi Dim,Dim,Rim Tim Tagi  Baby Lasagna,,
2024,Ukraine,alyona alyona & Jerry Heil,Teresa & Maria,Maria,Teresa &  alyona alyona & Jerry Heil,,
2024,Ireland,Bambie Thug,Doomsday Blue,Blue,Doomsday  Bambie Thug,,
2024,Lithuania,Silvester Belt,Luktelk,Luktelk, Silvester Belt,,
2024,Luxembourg,Tali,Fighter,Fighter, Tali,,
2024,Cyprus,Silia Kapsis,Liar,Liar, Silia Kapsis,,
2024,Finland,Windows95man,No Rules!,Rules!,No  Windows95man,,
2024,Portugal,Iolanda,Grito,Grito, Iolanda,,
2024,Slovenia,Raiven,Veronika,Veronika, Raiven,,
2024,Serbia,Teya Dora,Ramonda,Ramonda, Teya Dora,,
2024,Australia,Electric Fields,One Milkali (One Blood),Blood),One Milkali (One  Electric Fields,,
2024,Poland,Luna,The Tower,Tower,The  Luna,,
2024,Moldova,Natalia Barbu,In the Middle,Middle,In the  Natalia Barbu,,
2024,Azerbaijan,Fahree feat. Ilkin Dovlatov,Özünlə apar,apar,Özünlə  Fahree feat. Ilkin Dovlatov,,
2024,Iceland,Hera Björk,Scared of Heights,Heights,Scared of  Hera Björk,,
2025,Austria,JJ,Wasted Love,Love,Wasted  JJ,1.0,436.0
2025,Israel,Yuval Raphael,New Day Will Rise,Rise,New Day Will  Yuval Raphael,2.0,357.0
2025,Estonia,Tommy Cash,Espresso macchiato,macchiato,Espresso  Tommy Cash,3.0,356.0
2025,Sweden,KAJ,Bara bada bastu,bastu,Bara bada  KAJ,4.0,321.0
2025,Italy,Lucio Corsi,Volevo essere un duro,duro,Volevo essere un  Lucio Corsi,5.0,256.0
2025,Greece,Klavdia,Asteromáta,Asteromáta, Klavdia,6.0,231.0
2025,France,Louane,Maman,Maman, Louane,7.0,230.0
2025,Albania,Shkodra Elektronike,Zjerm,Zjerm, Shkodra Elektronike,8.0,218.0
2025,Ukraine,Ziferblat,Bird of Pray,Pray,Bird of  Ziferblat,9.0,218.0
2025,Switzerland,Zoë Më,Voyage,Voyage, Zoë Më,10.0,214.0
2025,Finland,Erika Vikman,Ich komme,komme,Ich  Erika Vikman,11.0,196.0
2025,Netherlands,Claude,C'est La Vie,Vie,C'est La  Claude,12.0,175.0
2025,Latvia,Tautumeitas,Bur man laimi,laimi,Bur man  Tautumeitas,13.0,158.0
2025,Poland,Justyna Steczkowska,Gaja,Gaja, Justyna Steczkowska,14.0,156.0
2025,Germany,Abor & Tynna,Baller,Baller, Abor & Tynna,15.0,151.0
2025,Lithuania,Katarsis,Tavo akys,akys,Tavo  Katarsis,16.0,96.0
2025,Malta,Miriana Conte,Serving,Serving, Miriana Conte,17.0,91.0
2025,Norway,Kyle Alessandro,Lighter,Lighter, Kyle Alessandro,18.0,89.0
2025,United Kingdom,Remember Monday,What The Hell Just Happened?,Happened?,What The Hell Just  Remember Monday,19.0,88.0
2025,Armenia,Parg,Survivor,Survivor, Parg,20.0,72.0
2025,Portugal,Napa,Deslocado,Deslocado, Napa,21.0,50.0
2025,Luxembourg,Laura Thorn,La poupée monte le son,son,La poupée monte le  Laura Thorn,22.0,47.0
2025,Denmark,Sissal,Hallucination,Hallucination, Sissal,23.0,47.0
2025,Spain,Melody,Esa diva,diva,Esa  Melody,24.0,37.0
2025,Iceland,Væb,Róa,Róa, Væb,25.0,33.0
2025,San Marino,Gabry Ponte,Tutta l'Italia,l'Italia,Tutta  Gabry Ponte,26.0,27.0
2025,Cyprus,Theo Evan,Shh,Shh, Theo Evan,,
2025,Australia,Go-Jo,Milkshake Man,Man,Milkshake  Go-Jo,,
2025,Croatia,Marko Bošnjak,Poison Cake,Cake,Poison  Marko Bošnjak,,
2025,Czechia,Adonxs,Kiss Kiss Goodbye,Goodbye,Kiss Kiss  Adonxs,,
2025,Ireland,Emmy,Laika Party,Party,Laika  Emmy,,
2025,Serbia,Princ,Mila,Mila, Princ,,
2025,Georgia,Mariam Shengelia,Freedom,Freedom, Mariam Shengelia,,
2025,Slovenia,Klemen,How Much Time Do We Have Left,Left,How Much Time Do We Have  Klemen,,
2025,Belgium,Red Sebastian,Strobe Lights,Lights,Strobe  Red Sebastian,,
2025,Montenegro,Nina Žižić,Dobrodošli,Dobrodošli, Nina Žižić,,
2025,Azerbaijan,Mamagama,Run With U,U,Run With  Mamagama,,
2025,Austria,JJ,Wasted Love,Love,Wasted  JJ,1.0,436.0
2025,Israel,Yuval Raphael,New Day Will Rise,Rise,New Day Will  Yuval Raphael,2.0,357.0
2025,Estonia,Tommy Cash,Espresso macchiato,macchiato,Espresso  Tommy Cash,3.0,356.0
2025,Sweden,KAJ,Bara bada bastu,bastu,Bara bada  KAJ,4.0,321.0
2025,Italy,Lucio Corsi,Volevo essere un duro,duro,Volevo essere un  Lucio Corsi,5.0,256.0
2025,Greece,Klavdia,Asteromáta,Asteromáta, Klavdia,6.0,231.0
2025,France,Louane,Maman,Maman, Louane,7.0,230.0
2025,Albania,Shkodra Elektronike,Zjerm,Zjerm, Shkodra Elektronike,8.0,218.0
2025,Ukraine,Ziferblat,Bird of Pray,Pray,Bird of  Ziferblat,9.0,218.0
2025,Switzerland,Zoë Më,Voyage,Voyage, Zoë Më,10.0,214.0
2025,Finland,Erika Vikman,Ich komme,komme,Ich  Erika Vikman,11.0,196.0
2025,Netherlands,Claude,C'est La Vie,Vie,C'est La  Claude,12.0,175.0
2025,Latvia,Tautumeitas,Bur man laimi,laimi,Bur man  Tautumeitas,13.0,158.0
2025,Poland,Justyna Steczkowska,Gaja,Gaja, Justyna Steczkowska,14.0,156.0
2025,Germany,Abor & Tynna,Baller,Baller, Abor & Tynna,15.0,151.0
2025,Lithuania,Katarsis,Tavo akys,akys,Tavo  Katarsis,16.0,96.0
2025,Malta,Miriana Conte,Serving,Serving, Miriana Conte,17.0,91.0
2025,Norway,Kyle Alessandro,Lighter,Lighter, Kyle Alessandro,18.0,89.0
2025,United Kingdom,Remember Monday,What The Hell Just Happened?,Happened?,What The Hell Just  Remember Monday,19.0,88.0
2025,Armenia,Parg,Survivor,Survivor, Parg,20.0,72.0
2025,Portugal,Napa,Deslocado,Deslocado, Napa,21.0,50.0
2025,Luxembourg,Laura Thorn,La poupée monte le son,son,La poupée monte le  Laura Thorn,22.0,47.0
2025,Denmark,Sissal,Hallucination,Hallucination, Sissal,23.0,47.0
2025,Spain,Melody,Esa diva,diva,Esa  Melody,24.0,37.0
2025,Iceland,Væb,Róa,Róa, Væb,25.0,33.0
2025,San Marino,Gabry Ponte,Tutta l'Italia,l'Italia,Tutta  Gabry Ponte,26.0,27.0
2025,Cyprus,Theo Evan,Shh,Shh, Theo Evan,,
2025,Australia,Go-Jo,Milkshake Man,Man,Milkshake  Go-Jo,,
2025,Croatia,Marko Bošnjak,Poison Cake,Cake,Poison  Marko Bošnjak,,
2025,Czechia,Adonxs,Kiss Kiss Goodbye,Goodbye,Kiss Kiss  Adonxs,,
2025,Ireland,Emmy,Laika Party,Party,Laika  Emmy,,
2025,Serbia,Princ,Mila,Mila, Princ,,
2025,Georgia,Mariam Shengelia,Freedom,Freedom, Mariam Shengelia,,
2025,Slovenia,Klemen,How Much Time Do We Have Left,Left,How Much Time Do We Have  Klemen,,
2025,Belgium,Red Sebastian,Strobe Lights,Lights,Strobe  Red Sebastian,,
2025,Montenegro,Nina Žižić,Dobrodošli,Dobrodošli, Nina Žižić,,
2025,Azerbaijan,Mamagama,Run With U,U,Run With  Mamagama,,
2025,Ukraine,Ziferblat,Bird of Pray,Pray,Bird of  Ziferblat,,
2025,Albania,Shkodra Elektronike,Zjerm,Zjerm, Shkodra Elektronike,,
2025,Netherlands,Claude,C'est La Vie,Vie,C'est La  Claude,,
2025,Sweden,KAJ,Bara bada bastu,bastu,Bara bada  KAJ,,
2025,Estonia,Tommy Cash,Espresso macchiato,macchiato,Espresso  Tommy Cash,,
2025,Iceland,Væb,Róa,Róa, Væb,,
2025,Poland,Justyna Steczkowska,Gaja,Gaja, Justyna Steczkowska,,
2025,Norway,Kyle Alessandro,Lighter,Lighter, Kyle Alessandro,,
2025,Portugal,Napa,Deslocado,Deslocado, Napa,,
2025,San Marino,Gabry Ponte,Tutta l'Italia,l'Italia,Tutta  Gabry Ponte,,
2025,Cyprus,Theo Evan,Shh,Shh, Theo Evan,,
2025,Croatia,Marko Bošnjak,Poison Cake,Cake,Poison  Marko Bošnjak,,
